JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
60584,53707,57269,70943,52007,47225,48413,47578,51590,58187,64695,67726
